"ABERRANT,""1) аберрантный (отклоняющийся от нормального строения, расположения или состояния)	2) искаженный, нарушенный, неправильный (напр. о восприятии)""";;;;;;;;;;;
"ABETALIPOPROTEINEMIA,""абеталипопротеинемия, акантоцитоз, синдром Бессена - Корнцвейга""";;;;;;;;;;;
ABEYANCE,временное прекращение (напр. функции органа);;;;;;;;;;;
"ABIATROPHY,""абиатрофия (преждевременные утраты жизнеспособности ткани, имеющие эндогенную природу)""";;;;;;;;;;;
"ABIETIC ACID,- abietinic acid	абиетиновая кислота";;;;;;;;;;;
ABIETINIC ACID,- abietic acid;;;;;;;;;;;
"ABIOTIC,""абиотический, нежизнеспособный""";;;;;;;;;;;
"ABIRRITATE,""успокаивать, снимать раздражение""";;;;;;;;;;;
"ABIRRITATION,""успокоение, снятие раздражения""";;;;;;;;;;;
"ABIURET,- abiuretic	не дающий положительную биуретовую реакцию";;;;;;;;;;;
ABIURETIC,- abiuret;;;;;;;;;;;
"ABLACTATION,""1) аблактация, прекращение секреции молока	2) прекращение грудного вскармливания, отнятие ребенка от груди""";;;;;;;;;;;
ABLASTIC,абластический;;;;;;;;;;;
ABLASTICS,абластика (хирургический принцип профилактики рецидива и метастазирования злокачественной опухоли);;;;;;;;;;;
"ABLATE,""ампутировать, отсекать"; удалять;;;;;;;;;;
"ABLATION,""ампутация, отсечение"; экстирпация;;;;;;;;;;
"ABLEPHARIA,""- ablephary	аблефария (врожденное отсутствие век, глазной щели)""";;;;;;;;;;;
ABLEPHARY,- ablepharia;;;;;;;;;;;
"ABLEPSIA,- ablepsy	слепота";;;;;;;;;;;
ABLEPSY,- ablepsia;;;;;;;;;;;
"ABLUTION,""обмывание"; очищение;;;;;;;;;;
ABLUTOMANIA,аблютомания (навязчивое стремление мыть руки);;;;;;;;;;;
ABNERVAL,экстраневральный;;;;;;;;;;;
ABNORMAL OCCLUSION,патологическая окклюзия; патологический прикус;;;;;;;;;;
ABNORMAL PSYCHOLOGY,патопсихология;;;;;;;;;;;
ABNORMALITY,анормальность; патология;;;;;;;;;;
ABNORMITY,1) анормальность;" патология	2) уродство";;;;;;;;;;
ABORAD,направленный в сторону от рта;;;;;;;;;;;
ABORAL,аборальный (дальний относительно ротового отверстия);;;;;;;;;;;
"ABORT FORCEPS,""абортные щипцы, абортцанг""";;;;;;;;;;;
"ABORT,""1) аборт, выкидыш";" делать аборт	2) купирование (прекращение развития болезни)	3) блокирование (остановка роста или развития)""";;;;;;;;;;
"ABORTED ECTOPIC PREGNANCY,""трубный аборт, тубоабдоминальный аборт""";;;;;;;;;;;
"ABORTED,""абортированный, прерванный""";;;;;;;;;;;
"ABORTICIDE,""- abortient, - abortifacient, - abortigenic	средство, вызывающее аборт";" абортивный, вызывающий аборт""";;;;;;;;;;
ABORTIENT,- aborticide;;;;;;;;;;;
ABORTIFACIENT,- aborticide;;;;;;;;;;;
ABORTIGENIC,- aborticide;;;;;;;;;;;
ABORTION IN PROGRESS,аборт в ходу;;;;;;;;;;;
"ABORTION,""1) аборт, выкидыш	2) абортирование (остановка развития, действия или процесса)";" рудиментарное состояние органа""";;;;;;;;;;
"ABORTIONIST,""лицо, производящее аборты (особенно криминальные)""";;;;;;;;;;;
ABORTIVE EPILEPSY,абортивная эпилепсия;;;;;;;;;;;
"ABORTIVE NEUROFIBROMATOSIS,- incompleted neurofibromatosis	незавершенный нейрофиброматоз";;;;;;;;;;;
"ABORTIVE,""1) преждевременный (о родах)	2) абортивный, вызывающий аборт	3) рудиментарный""";;;;;;;;;;;
ABORTUS BANG RING TEST,реакция агглютинации с молоком коров на бруцеллез;;;;;;;;;;;
"ABORTUS FEVER,""бруцеллез, болезнь Банга, гибралтарская лихорадка, мальтийская лихорадка, средиземноморская лихорадка""";;;;;;;;;;;
"ABORTUS,""абортированный плод, абортус, выкидыш""";;;;;;;;;;;
ABOUCHEMENT,анастомоз мелкого кровеносного сосуда с крупным;;;;;;;;;;;
"ABRACHIA,- abrachiatism	абрахия (врожденное отсутствие верхних конечностей)";;;;;;;;;;;
ABRACHIATISM,- abrachia;;;;;;;;;;;
ABRACHIOCEPHALIA,абрахиоцефалия (врожденное отсутствие верхних конечностей и головы);;;;;;;;;;;
ABRACHIOCEPHALUS,абрахиоцефал;;;;;;;;;;;
"ABRADE,1) выскабливать (удалять механическим путем)	2) производить экскориацию";;;;;;;;;;;
ABRASION OF EPICARDIUM,скарификация эпикарда (для образования сращений);;;;;;;;;;;
ABRASION SPOON,кюретка;;;;;;;;;;;
"ABRASION,""1) ссадина, царапина	2) выскабливание	3) очистка (напр. раны)	4) (патологическая) стираемость (зубов)""";;;;;;;;;;;
ABRASIVE POWDER,шлифующий порошок (для микротома);;;;;;;;;;;
"ABRASIVE SUBSTANCE,""абразив, абразивный материал""";;;;;;;;;;;
ABRASIVE SURFACE,поверхность истирания (зубов);;;;;;;;;;;
ABRASIVE,абразивный;;;;;;;;;;;
ABRASOR,распатор; кюретка;;;;;;;;;;
"ABREACTION,""эмоциональная разрядка, отреагирование""";;;;;;;;;;;
ABRISM,отравление лакричником;;;;;;;;;;;
"ABROSIA,1) голодание	2) отсутствие пищи";;;;;;;;;;;
ABRUPT PULSE,скорый пульс; подскакивающий пульс;;;;;;;;;;
ABRUPTION OF PLACENTA,отслойка плаценты;;;;;;;;;;;
ABRUPTION,отторжение; отрыв;;;;;;;;;;
"ABS,1) [absent] отсутствующий	2) [absolute] абсолютный";;;;;;;;;;;
ABSCESS CAVITY,полость абсцесса;;;;;;;;;;;
ABSCESS FORMATION,абсцедирование;;;;;;;;;;;
"ABSCESS,""абсцесс, гнойник""";;;;;;;;;;;
ABSCESSECTOMY,абсцессэктомия (иссечение или вылущивание инкапсулированного абсцесса без его вскрытия);;;;;;;;;;;
"ABSCESSED TOOTH,""""""причинный"""" зуб альвеолярного абсцесса""";;;;;;;;;;;
"ABSCESSED,""абсцедирующий, пораженный абсцессом""";;;;;;;;;;;
ABSCESSOGRAPHY,абсцессография;;;;;;;;;;;
ABSCESSOTOMY,абсцессотомия (вскрытие абсцесса);;;;;;;;;;;
"ABSCISSION,""ампутация, отсечение""";;;;;;;;;;;
"ABSCONSIO,""полость кости, вмещающая головку другой кости""";;;;;;;;;;;
ABSCOPAL EFFECT,абскопальный (не в месте облучения) эффект;;;;;;;;;;;
"ABSCURE,1) скрытый	2) бессимптомный";;;;;;;;;;;
ABSENCE SEIZURE,малый эпилептический припадок;;;;;;;;;;;
"ABSENCE,""1) отсутствие	2) абсанс, кратковременная потеря сознания (симптом эпилепсии)""";;;;;;;;;;;
"ABSENTIA,""абсанс, кратковременная потеря сознания (симптом эпилепсии)""";;;;;;;;;;;
ABSINTHISM,абсентизм (хроническое употребление полынной водки - абсента);;;;;;;;;;;
ABSINTHIUM,полынь горькая (Artemisia absinthium L.);;;;;;;;;;;
ABSOLUTE ACCOMMODATION,абсолютная аккомодация;;;;;;;;;;;
ABSOLUTE ALCOHOL,абсолютный спирт;;;;;;;;;;;
ABSOLUTE BED RESTE,строжайший постельный режим;;;;;;;;;;;
ABSOLUTE DIET,голодание;;;;;;;;;;;
"ABSOLUTE GLAUCOMA,""абсолютная глаукома, терминальная глаукома""";;;;;;;;;;;
ABSOLUTE LEUKOCYTOSIS,абсолютный лейкоцитоз;;;;;;;;;;;
ABSOLUTE RECOVERY,полное выздоровление;;;;;;;;;;;
ABSOLUTE STERILITY,абсолютное женское бесплодие;;;;;;;;;;;
ABSOLUTE TEMPERATURE,абсолютная температура;;;;;;;;;;;
"ABSORB,""абсорбировать, поглощать, впитывать, всасывать""";;;;;;;;;;;
ABSORBABILITY,абсорбционная способность; гигроскопичность;;;;;;;;;;
ABSORBABLE GELATIN SPONGE,гемостатическая губка;;;;;;;;;;;
ABSORBABLE SUTURE,рассасывающийся шов;;;;;;;;;;;
"ABSORBABLE,""абсорбируемый, поглощаемый";" рассасывающийся (напр. кетгут)""";;;;;;;;;;
"ABSORBANCE,- absorbancy	спектральная поглощательная способность";;;;;;;;;;;
ABSORBANCY,- absorbance;;;;;;;;;;;
ABSORBED DOSE,поглощенная доза (ионизирующего излучения);;;;;;;;;;;
ABSORBED PARTICLE,поглощенная частица;;;;;;;;;;;
"ABSORBEFACIENT,""1) вызывающий абсорбцию	2) вещество, обладающее свойством абсорбции""";;;;;;;;;;;
ABSORBENT CARBON,активированный уголь;;;;;;;;;;;
ABSORBENT COTTON WOOL,- absorbent cotton;;;;;;;;;;;
"ABSORBENT COTTON,- absorbent cotton wool	гигроскопическая вата";;;;;;;;;;;
ABSORBENT DRESSING,абсорбирующая повязка;;;;;;;;;;;
ABSORBENT GAUZE,гигроскопическая марля;;;;;;;;;;;
ABSORBENT SYSTEM,лимфатическая система;;;;;;;;;;;
ABSORBENT VESSEL,лимфатический сосуд;;;;;;;;;;;
"ABSORBENT,""абсорбент, поглотитель, всасывающее вещество"; абсорбирующий, впитывающий, всасывающий;;;;;;;;;;
"ABSORBER,""1) абсорбер	2) поглотитель, абсорбент, поглощающее вещество, абсорбирующее вещество""";;;;;;;;;;;
"ABSORBING CAPACITY,""поглощающая способность вещества, абсорбирующая способность вещества""";;;;;;;;;;;
"ABSORBING POWER,""1) абсорбирующая способность, поглощающая способность	2) сила поглощения""";;;;;;;;;;;
ABSORBING SCREEN,поглощающий экран;;;;;;;;;;;
ABSORPTIOMETER,абсорбциометр (прибор для анализа газов крови); газоанализатор;;;;;;;;;;
"ABSORPTION BAND,""полоса поглощения (света), спектр поглощения (света)""";;;;;;;;;;;
ABSORPTION BASE,абсорбирующая мазевая основа;;;;;;;;;;;
ABSORPTION COEFFICIENT,коэффициент поглощения;;;;;;;;;;;
ABSORPTION FEVER,резорбтивная лихорадка (после родов);;;;;;;;;;;
ABSORPTION OF PROTEINS,всасывание белков (пищи);;;;;;;;;;;
ABSORPTION OF RADIATION,поглощение излучения;;;;;;;;;;;
ABSORPTION RATIO,коэффициент поглощения;;;;;;;;;;;
ABSORPTION SPECTROPHOTOMETRY,абсорбционная спектрофотометрия;;;;;;;;;;;
ABSORPTION SPECTRUM,спектр поглощения;;;;;;;;;;;
ABSORPTION TEST,проба на поглощение;;;;;;;;;;;
"ABSORPTION,""1) абсорбция, поглощение, впитывание, всасывание	2) резорбция, рассасывание	3) истощение (иммунной сыворотки)""";;;;;;;;;;;
ABSORPTIVE BASE,абсорбирующая мазевая основа;;;;;;;;;;;
"ABSORPTIVE,""абсорбирующий, поглощающий, впитывающий, всасывающий";" гигроскопический""";;;;;;;;;;
"ABSORPTIVITY,1) абсорбирующая способность	2) коэффициент поглощения";;;;;;;;;;;
"ABSTERSIVE,""1) очистительный	2) моющий, очищающий""";;;;;;;;;;;
ABSTINENCE FROM FOOD,голодание; воздержание от пищи;;;;;;;;;;
"ABSTINENCE SYMPTOMS,""абстиненция, абстинентный синдром""";;;;;;;;;;;
"ABSTINENCE,""абстиненция, абстинентный синдром""";;;;;;;;;;;
ABSTINENT,абстинентный;;;;;;;;;;;
ABSTRACT THINKING,абстрактное мышление;;;;;;;;;;;
"ABSTRACTION,""извлечение, экстракция""";;;;;;;;;;;
"ABTERMINAL,""афферентный, центростремительный";" приносящий""";;;;;;;;;;
ABULIA,абулия (патологическое отсутствие желаний и стремлений к действиям);;;;;;;;;;;
ABUSE OF NARCOTICS,наркомания;;;;;;;;;;;
"ABUSE,1) неправильное или ошибочное употребление (напр. лекарственного средства)	2) злоупотребление"; злоупотреблять;;;;;;;;;;
"ABUTMENT POST,""соединительный штифт (часть имплантата, которая выступает в полость рта и служит опорой для сохраненного и стабилизирующего протеза)""";;;;;;;;;;;
ABUTMENT TEETH,опорные зубы;;;;;;;;;;;
ABUTMENT,опорный зуб (для мостовидного протеза);;;;;;;;;;;
"ABUTTAL,""зуб, к которому прикреплен протез""";;;;;;;;;;;
AC GLOBULIN ACCELERATOR GLOBULIN,- AC globulin;;;;;;;;;;;
"AC GLOBULIN,""- AC globulin accelerator globulin	фактор V (свертывающей системы крови), протромбиназа, AC-глобулин""";;;;;;;;;;;
A-C INTERVAL,предсердно-каротидный интервал;;;;;;;;;;;
AC STIMULATION,электростимуляция переменным током;;;;;;;;;;;
"AC,1) [abdominal cavity] брюшная полость	2) [acupuncture clinic] клиника иглоукалывания";;;;;;;;;;;
ACALCICOSIS,акальцикоз;;;;;;;;;;;
"ACALCULIA,""акалькулия, дискалькулия (неспособность совершать арифметические действия)""";;;;;;;;;;;
ACALCULOUS CHOLECYSTITIS,бескаменный холецистит;;;;;;;;;;;
"ACANTHAMEBA,- acanthamoeba	акантамеба";;;;;;;;;;;
ACANTHAMOEBA,- acanthameba;;;;;;;;;;;
"ACANTHESTHESIA,""акантестезия, чувство покалывания""";;;;;;;;;;;
"ACANTHOCHEILONEMIASIS,""акантохейлонематоз, дипеталонематоз (гельминтоз из группы филяриатозов)""";;;;;;;;;;;
ACANTHOCYTE,акантоцит;;;;;;;;;;;
"ACANTHOCYTOSIS,""абеталипопротеинемия, акантоцитоз, синдром Бессена - Корнцвейга""";;;;;;;;;;;
"ACANTHOID,""шиповидный, акантоидный, остистый""";;;;;;;;;;;
ACANTHOLYSIS,акантолиз (дегенеративное изменение шиповатого слоя эпидермиса);;;;;;;;;;;
"ACANTHOLYTIC NEVUS,""старческая кератома, старческая бородавка, себорейная кератома, кератопапиллома""";;;;;;;;;;;
"ACANTHOMA ADENOIDES CYSTICUM,""(множественная) трихоэпителиома, опухоль Анселля""";;;;;;;;;;;
ACANTHOMA INGUINALE,паховая акантома;;;;;;;;;;;
"ACANTHOMA VERRUCOSUM,""старческая кератома, старческая бородавка, себорейная кератома, кератопапиллома""";;;;;;;;;;;
ACANTHOMA,акантома;;;;;;;;;;;
ACANTHORRHEXIS,аканторексис;;;;;;;;;;;
ACANTHOTIC,акантозный;;;;;;;;;;;
"ACAPNIA,""гипокапния, акапния (пониженное содержание углекислоты в крови)""";;;;;;;;;;;
"ACAPNIAL ALKALOSIS,""газовый алкалоз, респираторный алкалоз, дыхательный алкалоз""";;;;;;;;;;;
"ACARDIA,""акардия, голоакардия (врожденное отсутствие сердца)""";;;;;;;;;;;
ACARDIACUS ACEPHALUS,акардиакус-ацефал (плод с отсутствием головы и верхней части туловища);;;;;;;;;;;
ACARDIOTROPHIA,атрофия миокарда;;;;;;;;;;;
"ACARIASIS,""акариаз, акародерматит (название дерматозоонозов, вызываемых клещами)""";;;;;;;;;;;
"ACARICIDE,""1) акарицидный, уничтожающий клещей	2) акарицид (вещество, уничтожающее клещей)""";;;;;;;;;;;
"ACARICIDES,""акарициды (вещества, уничтожающие клещей)""";;;;;;;;;;;
"ACARID,""акарид, клещ семейства Acaridae""";;;;;;;;;;;
"ACARIDIASIS,""- acarinosis, - acarodermatitis	акариаз, акародерматит (название дерматозоонозов, вызываемых клещами)""";;;;;;;;;;;
ACARINOSIS,- acaridiasis;;;;;;;;;;;
ACARODERMATITIS,- acaridiasis;;;;;;;;;;;
ACAROID,клещеобразный;;;;;;;;;;;
"ACAROPHOBIA,""акарофобия, скабиофобия (патологическая боязнь заболеть чесоткой)""";;;;;;;;;;;
ACAROTOXIC,токсичный для клещей;;;;;;;;;;;
ACARYOTE,безъядерная клетка; безъядерный;;;;;;;;;;
ACATALASEMIA,- acatalasia;;;;;;;;;;;
"ACATALASIA,""- acatalasemia	акаталазия, акаталаземия, болезнь Такахары""";;;;;;;;;;;
"ACATALEPSIA,""- acatalepsy	1) слабоумие, деменция	2) неопределенность, неточность (диагноза или прогноза)""";;;;;;;;;;;
ACATALEPSY,- acatalepsia;;;;;;;;;;;
ACATALEPTIC,акаталептический;;;;;;;;;;;
ACATAMATHESIA,сенсорная афазия;;;;;;;;;;;
ACATHEXIA,акатексия (патологическое отсутствие секреции);;;;;;;;;;;
ACATHEXIS,потеря способности к адекватной эмоциональной реакции;;;;;;;;;;;
ACCELERANT,ускоритель; катализатор;;;;;;;;;;
"ACCELERATED HYPERTENSION,""прогрессирующий вариант гипертензивной болезни (характеризующейся теми же изменениями сосудов глазного дна, что и при злокачественном варианте, но без отека соска зрительного нерва)""";;;;;;;;;;;
ACCELERATED LABOR,стремительные роды;;;;;;;;;;;
"ACCELERATED PARTICLE,""ускоренная частица, частица высокой энергии""";;;;;;;;;;;
ACCELERATION,учащение пульса или дыхания;;;;;;;;;;;
"ACCELERATOR GLOBULIN,""фактор V (свертывающей системы крови), протромбиназа, AC-глобулин""";;;;;;;;;;;
"ACCELERATOR,""акцелератор, ускоритель";" катализатор""";;;;;;;;;;
ACCENTUATOR,усилитель (избирательности или интенсивности окраски);;;;;;;;;;;
ACCEPTOR,акцептор;;;;;;;;;;;
ACCESS,1) припадок;" приступ	2) доступ (напр. оперативный)";;;;;;;;;;
"ACCESSIONAL TEETH,""постоянные моляры, не имеющие предшествующих молочных зубов""";;;;;;;;;;;
"ACCESSORY ADRENAL,""добавочный надпочечник (Маршана), маршанов орган (в широкой связке матки, мошонки)""";;;;;;;;;;;
"ACCESSORY CHROMOSOME,1) добавочная хромосома	2) добавочная половая хромосома";;;;;;;;;;;
ACCESSORY CRAMP,спастическая кривошея;;;;;;;;;;;
ACCESSORY DIAPHRAGM,мочеполовая диафрагма;;;;;;;;;;;
ACCESSORY FOOD SUBSTANCE,пищевая добавка;;;;;;;;;;;
ACCESSORY GANGLIA,промежуточные узлы (симпатического ствола);;;;;;;;;;;
"ACCESSORY LIGAMENT,""дополнительная связка (любая связь, которая усиливает или поддерживает другую связку)""";;;;;;;;;;;
"ACCESSORY NERVE,""добавочный нерв, XI черепной нерв""";;;;;;;;;;;
ACCESSORY PLACENTA,добавочная плацента;;;;;;;;;;;
"ACCESSORY SIGN,""дополнительный симптом, второстепенный симптом, непатогномоничный симптом""";;;;;;;;;;;
"ACCESSORY SINUSES OF THE NOSE,""околоносовые пазухи, придаточные пазухи носа""";;;;;;;;;;;
ACCESSORY SPLEEN,добавочная селезенка;;;;;;;;;;;
ACCESSORY STOMACH,энтерогенная киста (пищеварительного тракта);;;;;;;;;;;
"ACCESSORY SYMPTOM,""дополнительный симптом, второстепенный симптом, непатогномоничный симптом""";;;;;;;;;;;
"ACCESSORY,""добавочный, дополнительный""";;;;;;;;;;;
ACCIDENT BOOK,журнал для регистрации несчастных случаев;;;;;;;;;;;
ACCIDENT CERTIFICATE,акт о несчастном случае;;;;;;;;;;;
"ACCIDENT NEUROSIS,""коммоционный невроз, травматический невроз""";;;;;;;;;;;
ACCIDENT RADIATION,радиационная авария;;;;;;;;;;;
ACCIDENT SERVICE,служба экстренной (медицинской) помощи при несчастных случаях;;;;;;;;;;;
ACCIDENT STATISTICS,статистика несчастных случаев;;;;;;;;;;;
ACCIDENT WARD,палата для травматологических больных; травматологическое отделение больницы;;;;;;;;;;
"ACCIDENT,""1) несчастный случай";" травма	2) осложнение	3) авария";;;;;;;;;;
"ACCIDENTAL ABORTION,""самопроизвольный аборт, обусловленный травмой""";;;;;;;;;;;
ACCIDENTAL DEATH,смерть от несчастного случая;;;;;;;;;;;
ACCIDENTAL EXPOSURE,случайное воздействие;;;;;;;;;;;
ACCIDENTAL HEMORRHAGE,внезапное кровотечение;;;;;;;;;;;
"ACCIDENTAL HOST,""факультативный """"хозяин"""" (паразита)""";;;;;;;;;;;
ACCIDENTAL MURMUR,функциональный шум (сердца);;;;;;;;;;;
ACCIDENTAL POLLUTION,случайное загрязнение (в результате аварийных разливов или сбросов сточных вод);;;;;;;;;;;
ACCIDENTAL SYMPTOM,случайный симптом (не имеющий отношения к данному заболеванию);;;;;;;;;;;
ACCIDENT-ASSISTANT SQUAD,бригада скорой помощи;;;;;;;;;;;
ACCIDENTS PREVENTION,профилактика травматизма;;;;;;;;;;;
"ACCLIMATION,- acclimatization	акклиматизация"; адаптация;;;;;;;;;;
ACCLIMATIZATION,- acclimation;;;;;;;;;;;
